time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20070208:1000,7.73,84.0,0.0,-0.0,0.0,298.8,1.1,88.0,74483.0
20070208:1100,7.66,83.75,0.0,-0.0,0.0,304.4,1.1,87.0,74535.0
20070208:1200,8.13,85.9,254.9,1004.85,70.25,294.2,0.97,87.0,74586.0
20070208:1300,12.23,68.55,508.25,997.91,88.85,307.2,0.41,98.0,74586.0
20070208:1400,15.15,48.1,724.4,978.01,111.45,312.6,0.34,250.0,74586.0
20070208:1500,16.94,45.35,912.25,1017.67,109.25,316.2,0.97,269.0,74491.0
20070208:1600,18.3,46.3,1003.05,960.63,142.15,318.4,1.38,271.0,74432.0
20070208:1700,19.24,44.35,1031.9,974.64,114.95,324.0,1.17,265.0,74344.0
20070208:1800,19.87,43.05,926.5,885.96,111.5,325.2,1.24,267.0,74242.0
20070208:1900,19.61,43.05,742.25,751.66,114.7,330.0,1.66,273.0,74198.0
20070208:2000,17.9,52.75,492.45,532.07,124.5,329.0,1.59,262.0,74191.0
20070208:2100,17.61,56.05,313.05,461.71,82.35,332.6,1.45,270.0,74191.0
20070208:2200,16.92,60.15,110.4,267.91,37.45,334.8,1.31,275.0,74220.0
20070208:2300,15.38,68.55,0.5,0.0,0.5,320.4,0.76,285.0,74300.0
20070209:0000,14.03,77.35,0.0,-0.0,0.0,325.4,0.62,317.0,74403.0
20070209:0100,12.76,88.95,0.0,-0.0,0.0,324.85,0.34,14.0,74491.0
20070209:0200,11.84,87.3,0.0,-0.0,0.0,328.8,0.55,54.0,74564.0
20070209:0300,10.86,89.85,0.0,-0.0,0.0,317.2,0.83,70.0,74622.0
20070209:0400,10.31,92.05,0.0,-0.0,0.0,326.4,0.83,76.0,74600.0
20070209:0500,9.78,93.95,0.0,-0.0,0.0,324.0,0.76,74.0,74593.0
20070209:0600,9.2,95.1,0.0,-0.0,0.0,316.2,0.83,73.0,74571.0
20070209:0700,9.61,94.75,0.0,-0.0,0.0,332.8,0.55,78.0,74549.0
20070209:0800,8.97,98.15,0.0,-0.0,0.0,322.8,0.69,79.0,74491.0
20070209:0900,8.59,98.7,0.0,-0.0,0.0,324.2,0.62,86.0,74505.0
20070209:1000,8.38,98.95,0.0,-0.0,0.0,325.2,0.69,94.0,74564.0
20070209:1100,7.88,99.2,0.0,-0.0,0.0,314.6,0.9,97.0,74622.0
20070209:1200,8.71,98.85,182.6,684.97,56.4,320.8,0.62,95.0,74652.0
20070209:1300,13.42,79.05,321.5,552.44,88.85,322.6,0.34,124.0,74710.0
20070209:1400,13.09,81.15,428.55,393.75,181.3,336.8,0.62,258.0,74725.0
20070209:1500,15.19,76.6,550.2,459.49,186.95,346.0,1.1,266.0,74659.0
20070209:1600,16.33,76.3,603.15,432.9,214.45,335.4,1.52,267.0,74564.0
20070209:1700,17.42,76.2,922.1,796.0,171.75,353.4,1.45,268.0,74476.0
20070209:1800,19.27,71.4,795.25,647.82,198.1,335.4,2.07,272.0,74388.0
20070209:1900,17.96,71.1,575.9,468.74,183.7,355.4,1.52,257.0,74330.0
20070209:2000,16.41,75.9,452.85,434.57,151.6,357.2,1.31,266.0,74249.0
20070209:2100,16.08,79.7,269.0,316.81,110.25,336.6,1.31,234.0,74271.0
20070209:2200,15.01,85.7,75.7,133.13,39.3,333.8,0.83,241.0,74344.0
20070209:2300,13.08,87.05,0.5,0.0,0.5,329.8,0.34,227.0,74396.0
20070210:0000,11.8,88.7,0.0,-0.0,0.0,334.6,0.34,74.0,74505.0
20070210:0100,11.4,91.7,0.0,-0.0,0.0,343.45,0.62,68.0,74556.0
20070210:0200,11.26,93.2,0.0,-0.0,0.0,347.0,0.62,72.0,74622.0
20070210:0300,10.45,98.15,0.0,-0.0,0.0,330.6,0.83,84.0,74666.0
20070210:0400,9.94,98.4,0.0,-0.0,0.0,330.8,0.76,90.0,74703.0
20070210:0500,9.92,98.95,0.0,-0.0,0.0,343.0,0.55,100.0,74666.0
20070210:0600,10.03,98.2,0.0,-0.0,0.0,344.4,0.48,100.0,74644.0
20070210:0700,9.95,96.25,0.0,-0.0,0.0,345.0,0.69,84.0,74564.0
20070210:0800,10.01,96.15,0.0,-0.0,0.0,350.2,0.69,88.0,74535.0
20070210:0900,10.21,96.0,0.0,-0.0,0.0,357.6,0.62,89.0,74564.0
20070210:1000,10.27,96.1,0.0,-0.0,0.0,357.8,0.76,79.0,74542.0
20070210:1100,10.17,96.35,0.0,-0.0,0.0,352.2,0.76,81.0,74630.0
20070210:1200,10.61,95.05,104.45,242.18,59.7,353.2,0.69,83.0,74674.0
20070210:1300,11.64,89.25,259.75,351.04,111.6,346.0,0.55,99.0,74754.0
20070210:1400,13.37,76.2,385.6,348.87,166.1,346.0,0.34,146.0,74754.0
20070210:1500,14.78,68.45,670.6,555.2,230.85,349.6,0.34,205.0,74688.0
20070210:1600,16.94,54.65,773.5,651.61,187.3,339.6,0.48,178.0,74615.0
20070210:1700,18.19,48.15,718.75,485.71,260.0,342.4,0.28,225.0,74483.0
20070210:1800,17.86,52.35,585.25,368.0,245.35,351.0,0.97,283.0,74396.0
20070210:1900,17.1,60.3,675.1,574.84,193.1,363.4,1.17,269.0,74308.0
20070210:2000,16.97,64.85,539.3,602.66,120.55,344.4,0.97,262.0,74286.0
20070210:2100,16.61,69.35,277.55,367.59,92.85,336.8,0.76,274.0,74308.0
20070210:2200,15.28,75.05,96.75,225.7,34.8,345.0,0.62,276.0,74315.0
20070210:2300,14.34,79.0,0.5,0.0,0.5,340.8,0.48,324.0,74359.0
20070211:0000,12.59,86.0,0.0,-0.0,0.0,341.4,0.48,35.0,74461.0
20070211:0100,11.44,89.35,0.0,-0.0,0.0,333.65,0.76,64.0,74513.0
20070211:0200,10.82,91.6,0.0,-0.0,0.0,329.4,0.97,81.0,74593.0
20070211:0300,10.43,92.4,0.0,-0.0,0.0,332.0,1.1,88.0,74615.0
20070211:0400,9.83,93.8,0.0,-0.0,0.0,325.0,1.1,91.0,74637.0
20070211:0500,9.52,94.3,0.0,-0.0,0.0,328.6,1.1,95.0,74622.0
20070211:0600,9.93,93.55,0.0,-0.0,0.0,349.0,0.97,96.0,74608.0
20070211:0700,8.94,91.5,0.0,-0.0,0.0,304.8,1.17,94.0,74549.0
20070211:0800,8.51,92.35,0.0,-0.0,0.0,309.2,1.17,92.0,74513.0
20070211:0900,8.0,92.2,0.0,-0.0,0.0,298.8,1.45,91.0,74520.0
20070211:1000,7.78,91.3,0.0,-0.0,0.0,301.0,1.52,92.0,74535.0
20070211:1100,7.53,90.8,0.0,-0.0,0.0,299.4,1.59,92.0,74571.0
20070211:1200,8.2,90.05,237.05,910.86,68.2,297.4,1.38,92.0,74615.0
20070211:1300,11.65,77.8,464.6,890.22,88.05,306.0,1.17,99.0,74674.0
20070211:1400,14.06,58.95,660.1,816.09,145.6,304.0,0.97,119.0,74652.0
20070211:1500,16.09,45.75,855.0,904.55,137.15,315.4,0.97,134.0,74593.0
20070211:1600,17.88,39.45,955.75,862.93,177.95,320.8,0.69,148.0,74498.0
20070211:1700,19.17,36.45,975.6,842.36,178.45,335.2,0.41,204.0,74425.0
20070211:1800,19.8,36.1,795.95,654.03,190.65,330.0,0.55,266.0,74300.0
20070211:1900,19.63,38.85,681.75,603.87,174.35,358.0,1.24,277.0,74198.0
20070211:2000,18.78,48.05,505.7,525.12,140.0,353.2,1.52,284.0,74161.0
20070211:2100,17.48,55.7,305.7,412.38,97.95,347.6,1.38,275.0,74169.0
20070211:2200,16.21,63.1,91.75,174.41,43.7,345.8,0.9,267.0,74264.0
20070211:2300,14.95,71.0,0.55,0.0,0.55,347.8,0.21,256.0,74337.0
20070212:0000,13.61,78.25,0.0,-0.0,0.0,332.6,0.62,71.0,74410.0
20070212:0100,12.38,80.4,0.0,-0.0,0.0,329.05,1.1,73.0,74476.0
20070212:0200,11.69,82.65,0.0,-0.0,0.0,336.2,1.31,85.0,74542.0
20070212:0300,11.02,85.5,0.0,-0.0,0.0,337.4,1.38,87.0,74571.0
20070212:0400,10.54,87.65,0.0,-0.0,0.0,339.8,1.38,91.0,74549.0
20070212:0500,10.23,88.5,0.0,-0.0,0.0,340.0,1.31,92.0,74549.0
20070212:0600,10.14,88.05,0.0,-0.0,0.0,343.6,1.24,92.0,74527.0
20070212:0700,10.68,78.65,0.0,-0.0,0.0,345.6,1.03,94.0,74483.0
20070212:0800,10.63,77.75,0.0,-0.0,0.0,349.0,1.1,95.0,74447.0
20070212:0900,10.63,77.0,0.0,-0.0,0.0,351.4,1.03,98.0,74454.0
20070212:1000,10.85,75.4,0.0,-0.0,0.0,362.2,0.97,97.0,74447.0
20070212:1100,10.83,75.45,0.0,-0.0,0.0,357.4,0.97,96.0,74520.0
20070212:1200,11.02,76.0,130.4,298.62,74.85,357.8,0.97,95.0,74571.0
20070212:1300,12.13,72.5,335.1,429.61,152.95,336.6,0.97,102.0,74630.0
20070212:1400,14.23,59.6,602.75,625.8,207.4,344.0,0.83,124.0,74615.0
20070212:1500,16.23,50.0,846.85,828.26,188.25,341.2,0.62,156.0,74564.0
20070212:1600,18.04,44.35,926.45,796.77,206.9,335.2,0.55,202.0,74461.0
20070212:1700,19.17,41.7,951.55,785.79,206.5,335.6,0.83,244.0,74344.0
20070212:1800,20.05,38.8,682.3,425.42,287.8,335.0,0.69,249.0,74235.0
20070212:1900,19.03,46.8,575.3,385.82,250.45,367.4,1.17,262.0,74183.0
20070212:2000,18.07,55.65,493.5,415.79,203.3,352.4,1.66,267.0,74154.0
20070212:2100,16.81,61.7,315.55,411.72,107.6,345.8,1.31,261.0,74118.0
20070212:2200,16.3,65.85,102.0,217.03,42.0,336.2,1.38,257.0,74213.0
20070212:2300,15.04,71.85,0.6,0.0,0.6,328.2,0.83,250.0,74271.0
20070213:0000,13.72,79.7,0.0,-0.0,0.0,326.8,0.21,272.0,74344.0
20070213:0100,12.96,83.8,0.0,-0.0,0.0,339.45,0.69,80.0,74417.0
20070213:0200,12.32,85.15,0.0,-0.0,0.0,339.4,1.1,78.0,74476.0
20070213:0300,11.67,88.1,0.0,-0.0,0.0,341.0,1.24,82.0,74505.0
20070213:0400,11.22,90.55,0.0,-0.0,0.0,344.4,1.1,85.0,74513.0
20070213:0500,11.03,91.7,0.0,-0.0,0.0,349.0,1.03,85.0,74491.0
20070213:0600,10.96,92.0,0.0,-0.0,0.0,350.6,0.83,88.0,74469.0
20070213:0700,10.34,97.25,0.0,-0.0,0.0,339.2,0.76,96.0,74432.0
20070213:0800,10.18,98.2,0.0,-0.0,0.0,348.2,0.69,98.0,74410.0
20070213:0900,10.11,97.4,0.0,-0.0,0.0,347.0,0.76,96.0,74388.0
20070213:1000,9.77,97.65,0.0,-0.0,0.0,343.6,0.83,95.0,74396.0
20070213:1100,9.61,97.7,0.0,-0.0,0.0,342.2,0.9,91.0,74447.0
20070213:1200,10.05,94.2,199.75,702.89,68.5,340.0,0.83,91.0,74513.0
20070213:1300,12.36,82.3,374.55,602.2,118.6,336.4,0.76,108.0,74578.0
20070213:1400,14.23,69.9,597.3,697.21,155.9,336.8,0.48,155.0,74556.0
20070213:1500,16.12,61.45,742.6,698.66,185.95,338.6,0.55,222.0,74513.0
20070213:1600,17.92,55.75,842.9,585.03,313.55,348.8,1.03,262.0,74432.0
20070213:1700,18.61,54.0,819.4,648.49,203.35,357.8,1.31,274.0,74359.0
20070213:1800,18.67,55.35,824.65,672.36,199.95,355.6,1.66,277.0,74257.0
20070213:1900,18.47,55.2,761.3,681.55,186.3,359.2,1.79,277.0,74169.0
20070213:2000,18.2,62.15,481.15,460.14,159.3,354.4,2.0,273.0,74154.0
20070213:2100,15.68,69.3,300.75,352.75,122.15,357.6,1.59,304.0,74110.0
20070213:2200,15.69,70.85,93.4,187.83,41.3,343.2,1.31,300.0,74242.0
20070213:2300,15.13,77.1,0.6,0.0,0.6,342.4,1.17,294.0,74257.0
20070214:0000,13.91,83.55,0.0,-0.0,0.0,338.0,0.83,293.0,74366.0
20070214:0100,12.9,89.45,0.0,-0.0,0.0,331.05,0.34,15.0,74374.0
20070214:0200,12.07,93.45,0.0,-0.0,0.0,331.6,0.62,77.0,74476.0
20070214:0300,11.27,93.85,0.0,-0.0,0.0,323.4,0.9,79.0,74491.0
20070214:0400,10.56,97.85,0.0,-0.0,0.0,333.6,0.9,82.0,74469.0
20070214:0500,10.59,98.25,0.0,-0.0,0.0,345.0,0.76,82.0,74476.0
20070214:0600,10.0,98.6,0.0,-0.0,0.0,324.0,0.83,75.0,74417.0
20070214:0700,9.97,98.1,0.0,-0.0,0.0,335.4,0.62,93.0,74366.0
20070214:0800,10.0,98.05,0.0,-0.0,0.0,336.8,0.69,94.0,74352.0
20070214:0900,9.56,98.35,0.0,-0.0,0.0,326.8,0.83,91.0,74344.0
20070214:1000,9.18,98.6,0.0,-0.0,0.0,325.2,0.9,91.0,74374.0
20070214:1100,9.0,99.0,0.0,-0.0,0.0,328.2,0.9,92.0,74417.0
20070214:1200,9.8,98.9,201.7,636.84,82.3,327.2,0.62,87.0,74476.0
20070214:1300,14.53,77.7,346.05,556.89,108.75,342.6,0.14,109.0,74535.0
20070214:1400,13.21,83.95,467.5,484.26,160.25,349.8,0.48,293.0,74549.0
20070214:1500,15.0,81.2,669.65,528.16,248.0,354.8,1.1,275.0,74542.0
20070214:1600,17.36,81.0,694.0,485.18,254.15,355.0,1.45,271.0,74439.0
20070214:1700,17.44,78.05,781.5,583.9,225.75,360.2,1.45,280.0,74359.0
20070214:1800,19.08,76.3,840.5,722.0,168.4,345.2,1.93,271.0,74257.0
20070214:1900,18.01,66.4,677.25,645.91,131.25,356.8,2.14,274.0,74191.0
20070214:2000,17.66,72.95,527.9,582.96,119.3,344.2,1.79,270.0,74176.0
20070214:2100,16.18,74.55,284.1,381.98,90.25,344.0,1.79,266.0,74110.0
20070214:2200,14.97,82.4,76.15,142.14,36.6,348.2,1.31,265.0,74235.0
20070214:2300,13.7,86.0,0.45,0.0,0.45,357.2,0.76,246.0,74249.0
20070215:0000,12.77,97.55,0.0,-0.0,0.0,365.6,0.48,221.0,74359.0
20070215:0100,12.59,96.1,0.0,-0.0,0.0,360.85,0.28,25.0,74396.0
20070215:0200,12.16,98.4,0.0,-0.0,0.0,367.8,0.48,44.0,74461.0
20070215:0300,12.31,97.55,0.0,-0.0,0.0,371.8,0.48,42.0,74520.0
20070215:0400,11.75,98.1,0.0,-0.0,0.0,362.2,0.48,67.0,74535.0
20070215:0500,11.69,97.75,0.0,-0.0,0.0,379.8,0.34,73.0,74483.0
20070215:0600,11.52,98.7,0.0,-0.0,0.0,372.2,0.14,77.0,74425.0
20070215:0700,10.6,91.7,0.0,-0.0,0.0,345.2,0.48,30.0,74381.0
20070215:0800,10.24,94.15,0.0,-0.0,0.0,342.8,0.34,64.0,74381.0
20070215:0900,10.52,95.05,0.0,-0.0,0.0,358.4,0.41,77.0,74366.0
20070215:1000,10.33,95.55,0.0,-0.0,0.0,346.6,0.62,87.0,74381.0
20070215:1100,10.54,95.9,0.0,-0.0,0.0,357.8,0.55,90.0,74396.0
20070215:1200,11.05,94.9,94.1,172.6,61.6,365.8,0.55,100.0,74454.0
20070215:1300,12.08,88.25,195.0,97.13,153.5,356.6,0.28,131.0,74505.0
20070215:1400,13.21,80.0,423.7,360.45,194.5,374.2,0.21,240.0,74498.0
20070215:1500,14.46,73.5,610.15,408.15,283.65,350.8,0.69,281.0,74476.0
20070215:1600,14.82,73.75,569.45,355.99,246.1,354.4,1.1,288.0,74396.0
20070215:1700,15.75,75.45,679.95,393.83,304.4,354.8,1.59,274.0,74352.0
20070215:1800,17.07,80.25,665.65,372.71,318.05,355.6,1.66,262.0,74264.0
20070215:1900,17.07,78.05,522.65,291.4,275.85,355.0,1.72,261.0,74183.0
20070215:2000,17.08,79.8,397.0,249.67,221.65,348.6,1.52,249.0,74154.0
20070215:2100,15.68,78.9,228.5,214.6,119.35,347.0,1.17,237.0,74140.0
20070215:2200,14.19,81.35,70.0,101.59,41.65,349.8,1.24,245.0,74235.0
20070215:2300,13.29,87.45,0.5,0.0,0.5,352.2,0.83,254.0,74293.0
20070216:0000,12.43,90.45,0.0,-0.0,0.0,347.0,0.41,240.0,74366.0
20070216:0100,12.11,95.5,0.0,-0.0,0.0,353.25,0.21,340.0,74403.0
20070216:0200,11.61,97.75,0.0,-0.0,0.0,366.4,0.41,352.0,74483.0
20070216:0300,11.88,92.55,0.0,-0.0,0.0,367.6,0.62,332.0,74520.0
20070216:0400,11.6,97.95,0.0,-0.0,0.0,358.2,0.76,313.0,74535.0
20070216:0500,11.15,98.85,0.0,-0.0,0.0,342.2,0.62,321.0,74520.0
20070216:0600,10.62,99.1,0.0,-0.0,0.0,339.8,0.76,324.0,74461.0
20070216:0700,10.51,96.45,0.0,-0.0,0.0,347.0,0.55,37.0,74403.0
20070216:0800,10.2,96.9,0.0,-0.0,0.0,339.6,0.48,50.0,74374.0
20070216:0900,9.81,97.3,0.0,-0.0,0.0,333.0,0.55,64.0,74374.0
20070216:1000,9.17,98.25,0.0,-0.0,0.0,319.8,0.76,79.0,74388.0
20070216:1100,9.32,97.75,0.0,-0.0,0.0,337.8,0.55,73.0,74417.0
20070216:1200,10.45,94.6,191.75,582.56,81.55,345.8,0.14,56.0,74491.0
20070216:1300,12.07,85.65,348.55,505.46,132.0,344.0,0.76,300.0,74520.0
20070216:1400,13.38,78.05,640.05,691.66,199.25,348.8,1.52,305.0,74513.0
20070216:1500,15.29,65.4,795.75,709.4,227.1,344.6,1.79,299.0,74498.0
20070216:1600,15.89,64.75,776.3,517.21,305.6,351.6,2.14,287.0,74417.0
20070216:1700,16.88,73.2,738.0,447.27,310.7,353.8,2.34,279.0,74330.0
20070216:1800,19.1,78.55,842.6,701.33,187.3,376.8,2.48,272.0,74293.0
20070216:1900,17.8,66.7,672.9,636.11,133.15,340.4,2.69,284.0,74264.0
20070216:2000,17.53,71.4,538.25,587.56,124.8,351.0,2.9,281.0,74169.0
20070216:2100,16.84,72.4,238.4,269.57,101.0,353.0,2.83,285.0,74220.0
20070216:2200,14.16,82.75,87.1,161.71,41.85,343.2,1.79,289.0,74257.0
20070216:2300,12.53,87.95,0.55,0.0,0.55,348.4,1.31,300.0,74293.0
20070217:0000,12.08,90.45,0.0,-0.0,0.0,338.8,1.38,296.0,74374.0
20070217:0100,11.48,97.7,0.0,-0.0,0.0,344.25,1.24,307.0,74439.0
20070217:0200,11.34,98.3,0.0,-0.0,0.0,350.8,1.03,326.0,74513.0
20070217:0300,11.15,98.35,0.0,-0.0,0.0,346.6,0.97,323.0,74549.0
20070217:0400,10.99,98.65,0.0,-0.0,0.0,348.4,0.9,320.0,74556.0
20070217:0500,10.25,99.3,0.0,-0.0,0.0,320.6,0.69,340.0,74527.0
20070217:0600,10.21,99.25,0.0,-0.0,0.0,344.0,0.34,2.0,74483.0
20070217:0700,10.03,99.3,0.0,-0.0,0.0,340.8,0.55,353.0,74425.0
20070217:0800,9.73,99.4,0.0,-0.0,0.0,332.2,0.41,27.0,74432.0
20070217:0900,9.36,99.6,0.0,-0.0,0.0,325.4,0.48,45.0,74447.0
20070217:1000,8.98,98.85,0.0,-0.0,0.0,327.4,0.62,65.0,74454.0
20070217:1100,8.87,97.9,0.0,-0.0,0.0,336.0,0.76,90.0,74461.0
20070217:1200,9.27,97.0,245.65,904.09,73.8,324.2,0.62,88.0,74505.0
20070217:1300,11.6,82.65,407.8,673.59,118.4,316.8,0.21,19.0,74564.0
20070217:1400,13.36,72.55,533.85,535.56,191.75,327.2,0.97,311.0,74549.0
20070217:1500,14.97,64.5,737.2,684.1,187.7,343.2,1.66,306.0,74535.0
20070217:1600,16.27,58.45,731.65,619.31,166.95,335.0,2.34,303.0,74454.0
20070217:1700,16.31,60.55,680.55,464.67,235.8,351.2,2.62,299.0,74403.0
20070217:1800,15.11,69.95,576.15,377.86,222.45,350.2,2.14,297.0,74359.0
20070217:1900,15.28,73.9,557.4,393.33,223.05,363.6,2.34,293.0,74308.0
20070217:2000,15.42,81.45,406.3,359.23,153.05,355.6,2.07,286.0,74264.0
20070217:2100,14.08,80.3,221.3,246.12,95.6,345.0,1.93,290.0,74242.0
20070217:2200,13.31,81.75,53.8,69.69,34.25,352.4,1.45,290.0,74337.0
20070217:2300,11.71,90.1,0.45,0.0,0.45,355.2,0.62,328.0,74403.0
20070218:0000,10.88,97.3,0.0,-0.0,0.0,348.6,0.55,358.0,74425.0
20070218:0100,10.46,98.2,0.0,-0.0,0.0,340.85,0.41,29.0,74469.0
20070218:0200,10.19,95.05,0.0,-0.0,0.0,333.8,0.48,46.0,74535.0
20070218:0300,10.09,95.2,0.0,-0.0,0.0,340.6,0.55,55.0,74571.0
20070218:0400,9.89,95.65,0.0,-0.0,0.0,339.6,0.41,56.0,74578.0
20070218:0500,9.59,96.05,0.0,-0.0,0.0,335.4,0.41,52.0,74571.0
20070218:0600,9.58,96.4,0.0,-0.0,0.0,343.0,0.34,33.0,74527.0
20070218:0700,9.68,96.25,0.0,-0.0,0.0,339.6,0.28,13.0,74491.0
20070218:0800,9.43,96.85,0.0,-0.0,0.0,334.8,0.41,19.0,74454.0
20070218:0900,9.14,97.55,0.0,-0.0,0.0,326.6,0.48,47.0,74469.0
20070218:1000,9.4,97.4,0.0,-0.0,0.0,338.8,0.48,52.0,74549.0
20070218:1100,8.77,99.5,0.0,-0.0,0.0,323.0,0.76,65.0,74549.0
20070218:1200,9.81,98.45,171.3,576.81,61.1,334.6,0.62,71.0,74630.0
20070218:1300,11.57,94.05,362.85,579.03,113.35,334.6,0.0,80.0,74630.0
20070218:1400,13.88,88.9,628.35,738.52,155.5,339.0,0.83,257.0,74637.0
20070218:1500,15.29,83.7,826.4,827.81,160.1,347.4,1.59,275.0,74622.0
20070218:1600,15.36,75.3,783.55,576.58,256.8,330.8,1.79,284.0,74578.0
20070218:1700,16.6,77.3,792.2,554.04,260.95,333.0,2.0,286.0,74549.0
20070218:1800,16.19,71.75,698.65,529.53,202.1,340.4,2.07,289.0,74425.0
20070218:1900,15.92,69.6,567.4,374.2,248.75,328.8,2.41,286.0,74359.0
20070218:2000,15.35,72.65,403.25,315.96,180.1,334.2,2.07,277.0,74388.0
20070218:2100,15.12,72.55,229.6,187.22,133.8,350.6,1.66,283.0,74359.0
20070218:2200,13.8,74.7,93.8,184.93,41.8,350.8,1.45,290.0,74381.0
20070218:2300,12.46,81.4,0.55,0.0,0.55,343.0,1.03,288.0,74447.0
20070219:0000,10.9,96.9,0.0,-0.0,0.0,335.0,0.69,269.0,74535.0
20070219:0100,10.43,98.25,0.0,-0.0,0.0,333.05,0.34,278.0,74535.0
20070219:0200,10.31,97.4,0.0,-0.0,0.0,336.6,0.28,52.0,74615.0
20070219:0300,9.76,98.25,0.0,-0.0,0.0,329.2,0.62,85.0,74644.0
20070219:0400,9.64,97.7,0.0,-0.0,0.0,338.6,0.41,73.0,74659.0
20070219:0500,9.62,98.05,0.0,-0.0,0.0,348.6,0.34,57.0,74622.0
20070219:0600,9.42,98.35,0.0,-0.0,0.0,342.0,0.34,98.0,74593.0
20070219:0700,9.24,96.1,0.0,-0.0,0.0,333.2,0.34,55.0,74527.0
20070219:0800,9.12,95.0,0.0,-0.0,0.0,330.6,0.55,75.0,74498.0
20070219:0900,9.09,94.4,0.0,-0.0,0.0,335.8,0.55,75.0,74491.0
20070219:1000,8.64,98.75,0.0,-0.0,0.0,326.2,0.48,78.0,74505.0
20070219:1100,8.88,98.6,0.0,-0.0,0.0,340.0,0.07,41.0,74535.0
20070219:1200,9.48,94.2,132.85,238.98,86.95,355.4,0.21,336.0,74608.0
20070219:1300,11.2,83.95,331.7,444.36,139.65,360.6,0.55,312.0,74637.0
20070219:1400,12.92,75.85,562.9,629.26,159.05,343.2,0.83,300.0,74644.0
20070219:1500,14.63,69.05,762.7,687.29,208.35,340.4,1.17,286.0,74615.0
20070219:1600,15.18,71.4,816.35,588.98,277.25,339.2,1.52,272.0,74564.0
20070219:1700,17.02,76.15,834.25,651.05,208.85,347.0,2.14,274.0,74461.0
20070219:1800,16.82,80.65,743.55,580.45,198.3,348.0,1.93,268.0,74337.0
20070219:1900,16.24,78.95,615.0,460.54,222.15,345.0,2.07,270.0,74286.0
20070219:2000,15.89,75.05,490.75,428.01,187.95,351.8,2.07,262.0,74264.0
20070219:2100,15.73,80.8,223.55,192.54,124.85,340.4,1.59,261.0,74249.0
20070219:2200,14.08,82.35,72.95,111.43,41.55,357.2,1.24,267.0,74300.0
20070219:2300,12.69,88.2,0.5,0.0,0.5,338.8,0.83,280.0,74344.0
20070220:0000,11.69,98.05,0.0,-0.0,0.0,337.8,0.48,311.0,74403.0
20070220:0100,11.11,98.15,0.0,-0.0,0.0,334.25,0.76,39.0,74461.0
20070220:0200,10.71,98.4,0.0,-0.0,0.0,337.0,0.55,48.0,74535.0
20070220:0300,9.94,98.65,0.0,-0.0,0.0,324.4,0.34,59.0,74564.0
20070220:0400,9.53,98.85,0.0,-0.0,0.0,326.2,0.41,73.0,74549.0
20070220:0500,9.36,98.4,0.0,-0.0,0.0,329.6,0.55,94.0,74556.0
20070220:0600,8.89,98.6,0.0,-0.0,0.0,322.8,0.62,85.0,74527.0
20070220:0700,9.38,96.15,0.0,-0.0,0.0,344.4,0.34,28.0,74454.0
20070220:0800,9.58,97.3,0.0,-0.0,0.0,345.4,0.28,22.0,74432.0
20070220:0900,9.35,96.8,0.0,-0.0,0.0,346.0,0.28,41.0,74439.0
20070220:1000,9.36,97.5,0.0,-0.0,0.0,341.6,0.55,59.0,74410.0
20070220:1100,9.02,95.15,0.0,-0.0,0.0,340.8,0.62,66.0,74432.0
20070220:1200,9.92,91.8,187.65,490.07,93.0,337.2,0.34,85.0,74469.0
20070220:1300,11.5,81.35,384.15,539.88,150.1,336.0,0.21,236.0,74520.0
20070220:1400,13.12,74.6,551.8,553.92,195.45,330.8,0.9,281.0,74520.0
20070220:1500,14.65,67.35,758.5,728.3,169.85,334.6,1.45,286.0,74483.0
20070220:1600,16.0,58.7,755.9,559.73,242.6,340.6,1.59,286.0,74425.0
20070220:1700,16.39,56.1,850.7,635.09,239.55,345.4,1.72,284.0,74352.0
20070220:1800,16.1,64.1,764.65,573.41,225.1,341.6,1.93,277.0,74278.0
20070220:1900,16.37,64.25,687.2,624.4,153.7,347.2,2.21,273.0,74286.0
20070220:2000,16.67,72.3,452.9,447.91,135.5,349.2,1.93,262.0,74205.0
20070220:2100,15.18,73.3,240.05,281.21,95.65,351.6,1.93,268.0,74125.0
20070220:2200,14.38,74.4,47.55,81.11,24.65,360.6,1.52,268.0,74227.0
20070220:2300,12.27,82.25,0.55,0.0,0.55,344.2,0.41,274.0,74286.0
20070221:0000,11.15,96.45,0.0,-0.0,0.0,344.2,0.76,293.0,74359.0
20070221:0100,10.52,97.55,0.0,-0.0,0.0,330.25,0.55,304.0,74410.0
20070221:0200,10.47,96.85,0.0,-0.0,0.0,337.6,0.48,12.0,74483.0
20070221:0300,9.95,97.6,0.0,-0.0,0.0,332.0,0.83,61.0,74498.0
20070221:0400,9.67,97.45,0.0,-0.0,0.0,332.2,0.69,65.0,74513.0
20070221:0500,9.43,97.15,0.0,-0.0,0.0,338.2,0.69,74.0,74491.0
20070221:0600,8.88,98.0,0.0,-0.0,0.0,328.2,0.62,74.0,74447.0
20070221:0700,9.35,94.0,0.0,-0.0,0.0,343.8,0.28,62.0,74403.0
20070221:0800,9.28,94.0,0.0,-0.0,0.0,341.0,0.34,61.0,74381.0
20070221:0900,8.82,94.5,0.0,-0.0,0.0,327.8,0.55,66.0,74381.0
20070221:1000,9.04,94.7,0.0,-0.0,0.0,343.0,0.41,62.0,74425.0
